Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
594368,	720,	120,	600,	1140,	0,	10,	49,	
596377,	720,	120,	600,	1139,	0,	10,	49,	
598386,	720,	120,	600,	1140,	0,	10,	49,	
600394,	716,	119,	600,	1122,	0,	10,	49,	
602403,	724,	121,	600,	1159,	0,	10,	49,	
604411,	720,	120,	600,	1139,	0,	10,	49,	
606419,	720,	119,	600,	1141,	0,	10,	49,	
608428,	720,	121,	600,	1140,	0,	10,	49,	
610438,	720,	120,	600,	1140,	0,	10,	49,	
612445,	719,	120,	600,	1140,	0,	10,	49,	
614454,	720,	120,	600,	1140,	0,	10,	49,	
616463,	720,	120,	600,	1140,	0,	10,	49,	
618471,	720,	120,	599,	1140,	0,	10,	49,	
620480,	720,	119,	600,	1140,	0,	10,	49,	
622489,	720,	121,	600,	1140,	0,	10,	49,	
624498,	720,	120,	600,	1139,	0,	10,	49,	
626505,	720,	120,	600,	1141,	0,	10,	49,	
628513,	720,	120,	600,	1140,	0,	10,	49,	
630522,	720,	120,	600,	1140,	0,	10,	49,	
632531,	720,	120,	600,	1140,	0,	10,	49,	
634539,	720,	120,	600,	1140,	0,	10,	49,	
636548,	720,	120,	600,	1140,	0,	10,	49,	
638553,	720,	120,	600,	1140,	0,	10,	49,	
640558,	718,	110,	610,	1139,	0,	10,	51,	
642564,	720,	0,	718,	1140,	0,	10,	51,	
644570,	720,	0,	720,	1141,	0,	10,	51,	
646576,	720,	0,	720,	1139,	0,	10,	51,	
648581,	720,	0,	720,	1141,	0,	10,	51,	
650587,	720,	0,	720,	1140,	0,	10,	51,	
652593,	720,	0,	720,	1139,	0,	10,	51,	
654599,	720,	0,	720,	1140,	0,	10,	51,	
656608,	719,	0,	720,	1141,	0,	10,	51,	
658616,	720,	0,	718,	1140,	0,	10,	51,	
660623,	720,	0,	719,	1139,	0,	10,	51,	
662632,	719,	0,	719,	1141,	0,	10,	51,	
664641,	720,	0,	720,	1139,	0,	10,	51,	
666649,	720,	0,	720,	1141,	0,	10,	51,	
668658,	720,	0,	717,	1139,	0,	10,	51,	
670666,	720,	0,	720,	1140,	0,	10,	51,	
672674,	720,	0,	719,	1140,	0,	10,	51,	
674683,	720,	0,	720,	1141,	0,	10,	51,	
676692,	720,	0,	720,	1139,	0,	10,	51,	
678701,	720,	0,	719,	1140,	0,	10,	51,	
680709,	720,	0,	720,	1140,	0,	10,	51,	
682718,	720,	0,	720,	1140,	0,	10,	51,	
684727,	720,	0,	719,	1141,	0,	10,	51,	
686736,	720,	0,	718,	1140,	0,	10,	51,	
688744,	720,	0,	720,	1139,	0,	10,	51,	
690753,	720,	0,	719,	1140,	0,	10,	51,	
692760,	720,	0,	720,	1141,	0,	10,	51,	
694769,	720,	0,	720,	1139,	0,	10,	51,	
696778,	720,	0,	720,	1140,	0,	10,	51,	
698786,	720,	0,	719,	1141,	0,	10,	51,	
700794,	720,	0,	720,	1140,	0,	10,	51,	
702800,	720,	0,	720,	1139,	0,	10,	51,	
704806,	720,	0,	720,	1140,	0,	10,	51,	
706810,	720,	0,	720,	1141,	0,	10,	51,	
708816,	720,	0,	720,	1140,	0,	10,	51,	
710822,	720,	0,	719,	1140,	0,	10,	51,	
712831,	720,	0,	720,	1139,	0,	10,	51,	
714839,	720,	0,	720,	1141,	0,	10,	51,	
716847,	720,	0,	720,	1139,	0,	10,	51,	
718855,	720,	0,	719,	1140,	0,	10,	51,	
720863,	720,	0,	720,	1141,	0,	10,	51,	
722872,	720,	0,	720,	1140,	0,	10,	51,	
724881,	720,	0,	720,	1140,	0,	10,	51,	
726888,	720,	0,	719,	1140,	0,	10,	51,	
728897,	720,	0,	719,	1140,	0,	10,	51,	
730905,	720,	0,	720,	1139,	0,	10,	51,	
732914,	720,	0,	720,	1140,	0,	10,	51,	
734922,	720,	0,	720,	1141,	0,	10,	51,	
736930,	720,	0,	719,	1140,	0,	10,	51,	
738939,	718,	0,	719,	1140,	0,	10,	51,	
740947,	720,	0,	719,	1139,	0,	10,	51,	
742956,	720,	0,	719,	1140,	0,	10,	51,	
744965,	720,	0,	718,	1141,	0,	10,	51,	
746974,	720,	0,	720,	1140,	0,	10,	51,	
748982,	720,	0,	720,	1140,	0,	10,	51,	
750991,	720,	0,	719,	1139,	0,	10,	51,	
753000,	720,	0,	720,	1141,	0,	10,	51,	
755009,	720,	0,	718,	1139,	0,	10,	51,	
757017,	720,	0,	720,	1140,	0,	10,	51,	
759025,	720,	0,	720,	1141,	0,	10,	51,	
761033,	720,	0,	720,	1139,	0,	10,	51,	
763038,	720,	0,	718,	1141,	0,	10,	51,	
765043,	719,	0,	720,	1140,	0,	10,	51,	
767049,	720,	0,	720,	1140,	0,	10,	51,	
769054,	720,	0,	720,	1139,	0,	10,	51,	
771060,	720,	0,	720,	1140,	0,	10,	51,	
773068,	720,	0,	719,	1140,	0,	10,	51,	
775077,	720,	0,	720,	1140,	0,	10,	51,	
777085,	720,	0,	720,	1140,	0,	10,	51,	
779094,	720,	0,	720,	1141,	0,	10,	51,	
781103,	720,	0,	720,	1139,	0,	10,	51,	
783110,	720,	0,	719,	1140,	0,	10,	51,	
785115,	720,	0,	720,	1141,	0,	10,	51,	
787124,	720,	0,	720,	1140,	0,	10,	51,	
789133,	720,	0,	720,	1139,	0,	10,	51,	
791140,	720,	0,	720,	1140,	0,	10,	51,	
793148,	720,	0,	719,	1141,	0,	10,	51,	
795156,	720,	0,	720,	1140,	0,	10,	51,	
797165,	720,	0,	719,	1139,	0,	10,	51,	
799174,	720,	0,	720,	1141,	0,	10,	51,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
53,	92,	16,	0,	15,	0,	0,	0,	
2059,	5517,	960,	0,	900,	0,	0,	0,	
4064,	5518,	960,	0,	899,	0,	0,	0,	
6072,	5299,	922,	0,	867,	0,	0,	0,	
8080,	5516,	960,	0,	900,	0,	0,	0,	
10085,	5513,	959,	0,	900,	0,	0,	0,	
12093,	5519,	961,	0,	899,	0,	0,	0,	
14101,	5515,	959,	0,	901,	0,	0,	0,	
16109,	5513,	960,	0,	900,	0,	0,	0,	
18118,	5516,	961,	0,	900,	0,	0,	0,	
20126,	5501,	957,	3,	900,	0,	1,	7,	
22134,	5158,	899,	60,	900,	0,	1,	7,	
24142,	5156,	901,	60,	899,	0,	1,	7,	
26145,	5099,	890,	60,	890,	0,	1,	7,	
28153,	5157,	899,	60,	900,	0,	1,	7,	
30162,	5156,	900,	60,	900,	0,	1,	7,	
32169,	5157,	900,	60,	900,	0,	1,	7,	
34178,	5157,	901,	60,	900,	0,	1,	7,	
36186,	5158,	899,	60,	900,	0,	1,	7,	
38194,	5152,	901,	60,	900,	0,	1,	7,	
40203,	5121,	893,	66,	900,	0,	2,	10,	
42211,	4795,	841,	120,	899,	0,	2,	10,	
44220,	4798,	839,	120,	901,	0,	2,	10,	
46229,	4796,	841,	120,	899,	0,	2,	10,	
48237,	4798,	840,	120,	901,	0,	2,	10,	
50246,	4796,	840,	120,	899,	0,	2,	10,	
52254,	4799,	839,	120,	901,	0,	2,	10,	
54262,	4796,	840,	120,	900,	0,	2,	10,	
56270,	4797,	841,	120,	899,	0,	2,	10,	
58277,	4799,	840,	120,	901,	0,	2,	10,	
60286,	4798,	840,	120,	900,	0,	2,	16,	
62291,	4797,	840,	120,	900,	0,	2,	16,	
64296,	4796,	840,	120,	900,	0,	2,	16,	
66303,	4775,	835,	118,	896,	0,	2,	16,	
68309,	4799,	840,	120,	900,	0,	2,	16,	
70315,	4796,	841,	120,	899,	0,	2,	16,	
72324,	4797,	840,	120,	901,	0,	2,	16,	
74332,	4796,	840,	120,	900,	0,	2,	16,	
76341,	4797,	839,	120,	900,	0,	2,	16,	
78349,	4797,	841,	120,	899,	0,	2,	16,	
80357,	4584,	800,	160,	900,	0,	4,	20,	
82366,	3538,	600,	360,	901,	0,	4,	20,	
84374,	3540,	600,	360,	900,	0,	4,	20,	
86382,	3540,	600,	359,	900,	0,	4,	20,	
88390,	3539,	600,	359,	899,	0,	4,	20,	
90396,	3537,	600,	360,	901,	0,	4,	20,	
92404,	3539,	600,	360,	899,	0,	4,	20,	
94411,	3538,	600,	360,	900,	0,	4,	20,	
96420,	3539,	600,	360,	901,	0,	4,	20,	
98428,	3539,	600,	360,	900,	0,	4,	20,	
100437,	3537,	600,	360,	899,	0,	4,	23,	
102445,	3539,	600,	360,	901,	0,	4,	23,	
104454,	3538,	600,	360,	899,	0,	4,	23,	
106463,	3540,	600,	360,	901,	0,	4,	23,	
108470,	3540,	600,	360,	900,	0,	4,	23,	
110479,	3539,	600,	360,	900,	0,	4,	23,	
112488,	3537,	600,	360,	900,	0,	4,	23,	
114496,	3537,	599,	360,	900,	0,	4,	23,	
116505,	3540,	600,	360,	900,	0,	4,	23,	
118513,	3540,	601,	360,	899,	0,	4,	23,	
120520,	3538,	600,	360,	901,	0,	4,	25,	
122525,	3540,	600,	360,	900,	0,	4,	25,	
124531,	3540,	600,	360,	899,	0,	4,	25,	
126536,	3535,	600,	360,	901,	0,	4,	25,	
128546,	3479,	590,	354,	884,	0,	4,	25,	
130552,	3540,	600,	360,	901,	0,	4,	25,	
132560,	3534,	600,	360,	900,	0,	4,	25,	
134568,	3536,	600,	360,	899,	0,	4,	25,	
136575,	3538,	599,	360,	901,	0,	4,	25,	
138582,	3537,	601,	360,	900,	0,	4,	25,	
140589,	3467,	585,	374,	900,	0,	5,	29,	
142596,	3240,	541,	420,	900,	0,	5,	29,	
144603,	3238,	540,	420,	900,	0,	5,	29,	
146612,	3239,	540,	420,	900,	0,	5,	29,	
148619,	3231,	540,	420,	900,	0,	5,	29,	
150627,	3237,	540,	419,	899,	0,	5,	29,	
152634,	3240,	540,	420,	900,	0,	5,	29,	
154642,	3238,	540,	420,	900,	0,	5,	29,	
156648,	3237,	540,	420,	901,	0,	5,	29,	
158654,	3240,	539,	420,	900,	0,	5,	29,	
160663,	3240,	541,	420,	900,	0,	5,	31,	
162671,	3239,	539,	420,	900,	0,	5,	31,	
164677,	3236,	541,	420,	900,	0,	5,	31,	
166686,	3237,	540,	420,	900,	0,	5,	31,	
168692,	3238,	540,	420,	900,	0,	5,	31,	
170699,	3238,	540,	420,	899,	0,	5,	31,	
172706,	3238,	540,	420,	901,	0,	5,	31,	
174714,	3240,	540,	420,	899,	0,	5,	31,	
176722,	3237,	540,	420,	901,	0,	5,	31,	
178730,	3238,	540,	420,	899,	0,	5,	31,	
180737,	3130,	521,	438,	901,	0,	6,	32,	
182743,	2880,	481,	480,	900,	0,	6,	32,	
184748,	2877,	480,	480,	900,	0,	6,	32,	
186753,	2877,	480,	480,	900,	0,	6,	32,	
188758,	2878,	480,	480,	900,	0,	6,	32,	
190764,	2879,	480,	480,	900,	0,	6,	32,	
192772,	2879,	480,	479,	900,	0,	6,	32,	
194780,	2879,	480,	480,	899,	0,	6,	32,	
196788,	2880,	480,	480,	900,	0,	6,	32,	
198795,	2879,	480,	480,	900,	0,	6,	32,	
200802,	2764,	461,	499,	901,	0,	7,	34,	
202809,	2519,	420,	539,	900,	0,	7,	34,	
204817,	2520,	420,	540,	900,	0,	7,	34,	
206824,	2519,	420,	540,	899,	0,	7,	34,	
208832,	2518,	420,	540,	900,	0,	7,	34,	
210841,	2517,	420,	540,	900,	0,	7,	34,	
212849,	2517,	420,	540,	901,	0,	7,	34,	
214857,	2519,	420,	539,	900,	0,	7,	34,	
216864,	2519,	420,	540,	900,	0,	7,	34,	
218873,	2518,	420,	540,	899,	0,	7,	34,	
220881,	2519,	420,	540,	901,	0,	7,	35,	
222888,	2520,	420,	540,	900,	0,	7,	35,	
224895,	2518,	420,	540,	900,	0,	7,	35,	
226904,	2520,	420,	540,	899,	0,	7,	35,	
228910,	2520,	420,	540,	901,	0,	7,	35,	
230919,	2520,	420,	540,	900,	0,	7,	35,	
232926,	2520,	419,	540,	900,	0,	7,	35,	
234934,	2519,	420,	539,	900,	0,	7,	35,	
236943,	2519,	421,	540,	899,	0,	7,	35,	
238951,	2520,	419,	540,	901,	0,	7,	35,	
240958,	2520,	421,	540,	900,	0,	7,	35,	
242963,	2520,	420,	540,	900,	0,	7,	35,	
244968,	2520,	420,	540,	900,	0,	7,	35,	
246974,	2518,	420,	540,	900,	0,	7,	35,	
248978,	2520,	420,	540,	899,	0,	7,	35,	
250986,	2519,	420,	540,	901,	0,	7,	35,	
252993,	2519,	420,	540,	900,	0,	7,	35,	
255001,	2519,	420,	540,	899,	0,	7,	35,	
257008,	2519,	420,	540,	900,	0,	7,	35,	
259015,	2520,	420,	540,	901,	0,	7,	35,	
261023,	2374,	396,	564,	900,	0,	8,	36,	
263031,	2159,	360,	600,	900,	0,	8,	36,	
265039,	2159,	360,	600,	899,	0,	8,	36,	
267047,	2159,	360,	600,	901,	0,	8,	36,	
269055,	2160,	360,	600,	900,	0,	8,	36,	
271062,	2159,	360,	600,	900,	0,	8,	36,	
273070,	2160,	360,	600,	900,	0,	8,	36,	
275078,	2159,	360,	600,	900,	0,	8,	36,	
277086,	2160,	360,	600,	900,	0,	8,	36,	
279094,	2159,	360,	600,	900,	0,	8,	36,	
281102,	2055,	334,	626,	899,	0,	9,	37,	
283110,	1920,	300,	660,	901,	0,	9,	37,	
285117,	1919,	300,	659,	900,	0,	9,	37,	
287126,	1920,	299,	660,	900,	0,	9,	37,	
289134,	1920,	301,	660,	900,	0,	9,	37,	
291141,	1920,	299,	660,	900,	0,	9,	37,	
293148,	1920,	301,	660,	900,	0,	9,	37,	
295157,	1920,	300,	660,	900,	0,	9,	37,	
297165,	1919,	300,	660,	900,	0,	9,	37,	
299173,	1920,	300,	660,	900,	0,	9,	37,	
301180,	1920,	299,	660,	900,	0,	9,	37,	
303185,	1920,	301,	660,	899,	0,	9,	37,	
305190,	1920,	300,	660,	900,	0,	9,	37,	
307196,	1920,	300,	660,	900,	0,	9,	37,	
309202,	1920,	300,	660,	901,	0,	9,	37,	
311209,	1918,	300,	660,	900,	0,	9,	37,	
313217,	1920,	300,	660,	899,	0,	9,	37,	
315224,	1918,	300,	660,	901,	0,	9,	37,	
317231,	1920,	300,	660,	899,	0,	9,	37,	
319239,	1920,	300,	660,	901,	0,	9,	37,	
321247,	1919,	300,	659,	900,	0,	9,	39,	
323254,	1919,	300,	658,	900,	0,	9,	39,	
325261,	1920,	300,	659,	900,	0,	9,	39,	
327270,	1920,	300,	660,	900,	0,	9,	39,	
329277,	1918,	300,	658,	899,	0,	9,	39,	
331284,	1920,	299,	660,	901,	0,	9,	39,	
333292,	1920,	301,	660,	900,	0,	9,	39,	
335300,	1920,	300,	660,	899,	0,	9,	39,	
337309,	1920,	300,	660,	901,	0,	9,	39,	
339317,	1918,	299,	660,	900,	0,	9,	39,	
341324,	1728,	269,	692,	900,	0,	10,	40,	
343332,	1560,	240,	720,	900,	0,	10,	40,	
345340,	1560,	240,	719,	899,	0,	10,	40,	
347349,	1558,	240,	720,	901,	0,	10,	40,	
349356,	1560,	240,	720,	900,	0,	10,	40,	
351365,	1560,	240,	720,	900,	0,	10,	40,	
353372,	1560,	240,	720,	900,	0,	10,	40,	
355380,	1559,	240,	720,	899,	0,	10,	40,	
357387,	1560,	240,	720,	900,	0,	10,	40,	
359393,	1560,	240,	720,	901,	0,	10,	40,	
361401,	1560,	240,	720,	899,	0,	10,	40,	
363406,	1560,	240,	720,	901,	0,	10,	40,	
365413,	1560,	240,	720,	900,	0,	10,	40,	
367418,	1560,	239,	720,	900,	0,	10,	40,	
369424,	1560,	241,	720,	900,	0,	10,	40,	
371432,	1559,	240,	719,	899,	0,	10,	40,	
373440,	1560,	240,	720,	901,	0,	10,	40,	
375449,	1560,	240,	720,	900,	0,	10,	40,	
377456,	1559,	240,	720,	899,	0,	10,	40,	
379463,	1560,	240,	718,	900,	0,	10,	40,	
381470,	1560,	240,	719,	901,	0,	10,	40,	
383478,	1560,	240,	720,	900,	0,	10,	40,	
385486,	1559,	240,	720,	900,	0,	10,	40,	
387495,	1560,	240,	720,	900,	0,	10,	40,	
389501,	1558,	240,	720,	900,	0,	10,	40,	
391508,	1559,	240,	720,	899,	0,	10,	40,	
393515,	1560,	240,	720,	900,	0,	10,	40,	
395523,	1559,	240,	720,	901,	0,	10,	40,	
397529,	1560,	240,	720,	900,	0,	10,	40,	
399538,	1560,	240,	720,	899,	0,	10,	40,	
401546,	1559,	240,	720,	901,	0,	10,	41,	
403555,	1560,	240,	720,	900,	0,	10,	41,	
405562,	1559,	240,	720,	900,	0,	10,	41,	
407569,	1560,	240,	719,	899,	0,	10,	41,	
409577,	1560,	240,	719,	901,	0,	10,	41,	
411585,	1559,	240,	720,	900,	0,	10,	41,	
413593,	1560,	240,	720,	899,	0,	10,	41,	
415601,	1558,	240,	719,	901,	0,	10,	41,	
417609,	1559,	240,	720,	900,	0,	10,	41,	
419617,	1559,	240,	720,	900,	0,	10,	41,	
421624,	1440,	160,	800,	900,	0,	10,	42,	
423630,	1379,	120,	840,	900,	0,	10,	42,	
425634,	1380,	120,	839,	899,	0,	10,	42,	
427644,	1379,	120,	840,	900,	0,	10,	42,	
429659,	1334,	116,	812,	871,	0,	10,	42,	
431665,	1380,	120,	840,	899,	0,	10,	42,	
433670,	1380,	120,	840,	901,	0,	10,	42,	
435676,	1379,	120,	840,	900,	0,	10,	42,	
437691,	1194,	104,	728,	779,	0,	10,	42,	
439702,	1380,	120,	840,	901,	0,	10,	42,	
441710,	1380,	120,	840,	899,	0,	10,	42,	
443718,	1380,	120,	840,	901,	0,	10,	42,	
445727,	1380,	120,	840,	900,	0,	10,	42,	
447735,	1379,	120,	840,	900,	0,	10,	42,	
449743,	1380,	119,	840,	900,	0,	10,	42,	
451752,	1380,	121,	840,	899,	0,	10,	42,	
453761,	1380,	120,	840,	901,	0,	10,	42,	
455770,	1380,	120,	840,	899,	0,	10,	42,	
457777,	1379,	119,	840,	901,	0,	10,	42,	
459786,	1380,	121,	840,	899,	0,	10,	42,	
461794,	1380,	120,	840,	900,	0,	10,	42,	
463803,	1380,	120,	840,	901,	0,	10,	42,	
465811,	1380,	120,	840,	900,	0,	10,	42,	
467820,	1380,	119,	840,	900,	0,	10,	42,	
469828,	1380,	121,	838,	899,	0,	10,	42,	
471837,	1380,	120,	840,	901,	0,	10,	42,	
473846,	1379,	120,	839,	899,	0,	10,	42,	
475854,	1379,	120,	840,	900,	0,	10,	42,	
477863,	1380,	120,	840,	901,	0,	10,	42,	
479872,	1380,	120,	840,	900,	0,	10,	42,	
481879,	1380,	74,	886,	899,	0,	10,	45,	
483884,	1380,	60,	900,	900,	0,	10,	45,	
485889,	1379,	60,	900,	901,	0,	10,	45,	
487894,	1380,	60,	900,	899,	0,	10,	45,	
489899,	1379,	60,	900,	900,	0,	10,	45,	
491906,	1380,	60,	900,	900,	0,	10,	45,	
493915,	1380,	60,	900,	900,	0,	10,	45,	
495924,	1380,	60,	900,	901,	0,	10,	45,	
497932,	1378,	60,	900,	899,	0,	10,	45,	
499940,	1380,	60,	899,	900,	0,	10,	45,	
501949,	1380,	60,	900,	900,	0,	10,	45,	
503958,	1379,	60,	900,	900,	0,	10,	45,	
505967,	1378,	60,	900,	900,	0,	10,	45,	
507975,	1380,	60,	900,	901,	0,	10,	45,	
509984,	1380,	60,	900,	900,	0,	10,	45,	
511993,	1380,	60,	900,	899,	0,	10,	45,	
514002,	1380,	60,	900,	900,	0,	10,	45,	
516011,	1380,	60,	900,	901,	0,	10,	45,	
518019,	1380,	60,	900,	899,	0,	10,	45,	
520027,	1380,	60,	899,	901,	0,	10,	45,	
522036,	1380,	60,	900,	899,	0,	10,	45,	
524043,	1380,	60,	900,	900,	0,	10,	45,	
526052,	1379,	60,	899,	900,	0,	10,	45,	
528060,	1380,	59,	900,	901,	0,	10,	45,	
530069,	1380,	61,	900,	900,	0,	10,	45,	
532077,	1380,	60,	900,	900,	0,	10,	45,	
534086,	1380,	60,	900,	900,	0,	10,	45,	
536095,	1380,	60,	900,	900,	0,	10,	45,	
538104,	1379,	60,	900,	898,	0,	10,	45,	
540112,	1379,	60,	900,	900,	0,	10,	45,	
542118,	1380,	60,	900,	900,	0,	10,	45,	
544123,	1380,	60,	900,	901,	0,	10,	45,	
546128,	1379,	60,	899,	899,	0,	10,	45,	
548133,	1378,	60,	900,	900,	0,	10,	45,	
550139,	1380,	60,	900,	901,	0,	10,	45,	
552148,	1379,	60,	899,	900,	0,	10,	45,	
554156,	1378,	60,	900,	900,	0,	10,	45,	
556165,	1380,	60,	900,	899,	0,	10,	45,	
558172,	1380,	60,	899,	901,	0,	10,	45,	
560178,	1380,	60,	900,	899,	0,	10,	45,	
562186,	1380,	60,	900,	900,	0,	10,	45,	
564195,	1380,	60,	900,	900,	0,	10,	45,	
566204,	1380,	60,	900,	901,	0,	10,	45,	
568213,	1379,	60,	899,	899,	0,	10,	45,	
570221,	1380,	60,	900,	901,	0,	10,	45,	
572230,	1380,	60,	900,	899,	0,	10,	45,	
574239,	1379,	60,	900,	900,	0,	10,	45,	
576248,	1379,	60,	900,	901,	0,	10,	45,	
578256,	1380,	60,	899,	900,	0,	10,	45,	
580265,	1380,	60,	900,	900,	0,	10,	45,	
582271,	1380,	60,	900,	899,	0,	10,	45,	
584277,	1380,	60,	900,	901,	0,	10,	45,	
586286,	1380,	60,	900,	900,	0,	10,	45,	
588294,	1380,	60,	900,	900,	0,	10,	45,	
590303,	1380,	60,	900,	900,	0,	10,	45,	
592310,	1379,	60,	900,	899,	0,	10,	45,	
594315,	1380,	60,	899,	901,	0,	10,	45,	
596320,	1380,	60,	900,	899,	0,	10,	45,	
598326,	1380,	60,	900,	901,	0,	10,	45,	
600335,	1380,	60,	900,	900,	0,	10,	45,	
602343,	1377,	60,	900,	899,	0,	10,	45,	
604348,	1380,	60,	899,	900,	0,	10,	45,	
606353,	1380,	60,	899,	901,	0,	10,	45,	
608361,	1219,	53,	795,	794,	0,	10,	45,	
610366,	1380,	60,	900,	901,	0,	10,	45,	
612373,	1379,	59,	900,	900,	0,	10,	45,	
614381,	1380,	61,	900,	900,	0,	10,	45,	
616390,	1379,	60,	900,	900,	0,	10,	45,	
618398,	1380,	60,	900,	899,	0,	10,	45,	
620407,	1367,	59,	894,	888,	0,	10,	45,	
622415,	1393,	61,	905,	912,	0,	10,	46,	
624423,	1380,	60,	899,	900,	0,	10,	46,	
626431,	1380,	60,	899,	901,	0,	10,	46,	
628439,	1380,	60,	900,	899,	0,	10,	46,	
630448,	1380,	60,	900,	900,	0,	10,	46,	
632456,	1380,	60,	898,	900,	0,	10,	46,	
634465,	1380,	60,	900,	901,	0,	10,	46,	
636474,	1380,	60,	900,	899,	0,	10,	46,	
638482,	1380,	60,	899,	900,	0,	10,	46,	
640491,	1380,	60,	900,	900,	0,	10,	46,	
642500,	1380,	60,	900,	901,	0,	10,	46,	
644508,	1380,	60,	900,	900,	0,	10,	46,	
646516,	1379,	60,	900,	900,	0,	10,	46,	
648524,	1378,	60,	900,	900,	0,	10,	46,	
650533,	1380,	60,	900,	900,	0,	10,	46,	
652542,	1380,	60,	900,	900,	0,	10,	46,	
654551,	1379,	60,	900,	900,	0,	10,	46,	
656559,	1379,	60,	900,	899,	0,	10,	46,	
658567,	1380,	60,	899,	900,	0,	10,	46,	
660575,	1379,	60,	900,	901,	0,	10,	46,	
662580,	1380,	60,	899,	900,	0,	10,	46,	
664586,	1242,	54,	810,	810,	0,	10,	46,	
666591,	1380,	60,	900,	899,	0,	10,	46,	
668596,	1380,	60,	900,	900,	0,	10,	46,	
670603,	1380,	60,	900,	900,	0,	10,	46,	
672612,	1379,	60,	899,	900,	0,	10,	46,	
674620,	1380,	60,	900,	900,	0,	10,	46,	
676629,	1380,	60,	900,	901,	0,	10,	46,	
678636,	1380,	60,	900,	900,	0,	10,	46,	
680644,	1380,	60,	900,	899,	0,	10,	47,	
682653,	1380,	60,	898,	900,	0,	10,	47,	
684661,	1380,	60,	900,	901,	0,	10,	47,	
686669,	1380,	60,	900,	900,	0,	10,	47,	
688678,	1379,	60,	900,	900,	0,	10,	47,	
690687,	1380,	60,	899,	900,	0,	10,	47,	
692695,	1380,	60,	899,	900,	0,	10,	47,	
694702,	1379,	60,	900,	900,	0,	10,	47,	
696711,	1380,	59,	900,	900,	0,	10,	47,	
698719,	1380,	61,	900,	900,	0,	10,	47,	
700728,	1378,	60,	900,	899,	0,	10,	47,	
702737,	1379,	60,	900,	901,	0,	10,	47,	
704746,	1380,	60,	900,	900,	0,	10,	47,	
706754,	1379,	60,	900,	900,	0,	10,	47,	
708762,	1380,	60,	900,	899,	0,	10,	47,	
710771,	1380,	60,	900,	901,	0,	10,	47,	
712780,	1380,	60,	900,	900,	0,	10,	47,	
714789,	1380,	60,	900,	900,	0,	10,	47,	
716797,	1379,	60,	899,	899,	0,	10,	47,	
718806,	1380,	60,	899,	901,	0,	10,	47,	
720815,	1380,	60,	900,	900,	0,	10,	47,	
722820,	1380,	60,	900,	900,	0,	10,	47,	
724826,	1380,	60,	900,	899,	0,	10,	47,	
726833,	1380,	60,	900,	901,	0,	10,	47,	
728838,	1380,	60,	900,	900,	0,	10,	47,	
730843,	1380,	60,	899,	899,	0,	10,	47,	
732851,	1380,	60,	899,	900,	0,	10,	47,	
734860,	1379,	60,	898,	900,	0,	10,	47,	
736868,	1380,	60,	900,	900,	0,	10,	47,	
738875,	1377,	60,	900,	901,	0,	10,	47,	
740884,	1379,	60,	900,	900,	0,	10,	47,	
742893,	1380,	60,	900,	900,	0,	10,	47,	
744901,	1380,	60,	900,	900,	0,	10,	47,	
746910,	1380,	60,	900,	900,	0,	10,	47,	
748919,	1380,	60,	899,	899,	0,	10,	47,	
750928,	1380,	60,	900,	901,	0,	10,	47,	
752936,	1380,	60,	900,	900,	0,	10,	47,	
754945,	1379,	60,	900,	899,	0,	10,	47,	
756953,	1380,	60,	900,	901,	0,	10,	47,	
758960,	1379,	60,	900,	900,	0,	10,	47,	
760969,	1379,	60,	900,	900,	0,	10,	47,	
762977,	1379,	60,	899,	900,	0,	10,	47,	
764985,	1380,	60,	899,	900,	0,	10,	47,	
766994,	1380,	59,	899,	900,	0,	10,	47,	
769002,	1379,	61,	900,	899,	0,	10,	47,	
771011,	1380,	60,	900,	901,	0,	10,	47,	
773019,	1380,	60,	900,	899,	0,	10,	47,	
775028,	1379,	60,	899,	900,	0,	10,	47,	
777037,	1380,	60,	900,	901,	0,	10,	47,	
779045,	1380,	60,	900,	899,	0,	10,	47,	
781054,	1380,	60,	900,	901,	0,	10,	47,	
783059,	1380,	59,	900,	900,	0,	10,	47,	
785065,	1380,	61,	900,	899,	0,	10,	47,	
787070,	1380,	60,	900,	900,	0,	10,	47,	
789076,	1380,	60,	900,	901,	0,	10,	47,	
791082,	1380,	60,	900,	899,	0,	10,	47,	
793090,	1379,	60,	900,	900,	0,	10,	47,	
795099,	1378,	60,	900,	900,	0,	10,	47,	
797107,	1380,	60,	900,	901,	0,	10,	47,	
799115,	1380,	60,	900,	900,	0,	10,	47,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
448,	174,	33,	0,	31,	0,	0,	0,	
2454,	7012,	1273,	0,	605,	0,	0,	0,	
4459,	6955,	1260,	0,	600,	0,	0,	0,	
6465,	6956,	1259,	0,	600,	0,	0,	0,	
8471,	6953,	1260,	0,	600,	0,	0,	0,	
10478,	6952,	1261,	0,	600,	0,	0,	0,	
12483,	6947,	1259,	0,	600,	0,	0,	0,	
