Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
47,	109,	21,	0,	10,	0,	0,	0,	
2053,	6536,	1259,	0,	600,	0,	0,	0,	
4060,	6534,	1261,	0,	600,	0,	0,	0,	
6065,	6538,	1260,	0,	599,	0,	0,	0,	
8072,	6539,	1259,	0,	601,	0,	0,	0,	
10079,	6538,	1261,	0,	600,	0,	0,	0,	
12085,	6538,	1260,	0,	600,	0,	0,	0,	
14091,	6539,	1259,	0,	600,	0,	0,	0,	
16096,	6539,	1260,	0,	600,	0,	0,	0,	
18103,	6536,	1261,	0,	600,	0,	0,	0,	
20109,	6525,	1257,	3,	600,	0,	1,	4,	
22115,	6354,	1200,	60,	600,	0,	1,	4,	
24121,	5549,	1048,	52,	522,	0,	1,	4,	
26123,	5257,	991,	50,	498,	0,	1,	4,	
28125,	5231,	989,	49,	492,	0,	1,	4,	
30128,	5259,	992,	50,	498,	0,	1,	4,	
32130,	5234,	988,	49,	492,	0,	1,	4,	
34132,	5256,	992,	50,	498,	0,	1,	4,	
36134,	5231,	988,	49,	491,	0,	1,	4,	
38153,	5296,	1000,	50,	501,	0,	1,	4,	
40163,	6155,	1163,	68,	588,	0,	3,	13,	
42170,	5636,	1080,	180,	600,	0,	3,	13,	
44184,	5638,	1080,	180,	600,	0,	3,	13,	
46187,	4640,	888,	148,	492,	0,	3,	13,	
48190,	4664,	894,	149,	498,	0,	3,	13,	
50193,	4640,	888,	148,	492,	0,	3,	13,	
52195,	4664,	894,	149,	497,	0,	3,	13,	
54209,	5073,	972,	162,	540,	0,	3,	13,	
56216,	5638,	1080,	180,	600,	0,	3,	13,	
58222,	5633,	1079,	180,	601,	0,	3,	13,	
60222,	5556,	1064,	184,	592,	0,	4,	16,	
62237,	4498,	850,	200,	500,	0,	4,	16,	
64256,	4498,	850,	200,	500,	0,	4,	16,	
66257,	4461,	843,	199,	497,	0,	4,	16,	
68266,	4497,	850,	200,	500,	0,	4,	16,	
70273,	5398,	1020,	240,	600,	0,	4,	16,	
72279,	5398,	1020,	240,	600,	0,	4,	16,	
74285,	5399,	1020,	240,	601,	0,	4,	16,	
76292,	5400,	1020,	239,	599,	0,	4,	16,	
78298,	5397,	1020,	240,	601,	0,	4,	16,	
80305,	5310,	1004,	255,	599,	0,	6,	21,	
82311,	4738,	900,	360,	600,	0,	6,	21,	
84317,	4740,	899,	360,	601,	0,	6,	21,	
86323,	4736,	901,	359,	599,	0,	6,	21,	
88329,	4737,	900,	360,	601,	0,	6,	21,	
90336,	4738,	900,	360,	600,	0,	6,	21,	
92342,	4737,	899,	360,	600,	0,	6,	21,	
94348,	4738,	900,	360,	600,	0,	6,	21,	
96357,	4186,	796,	318,	530,	0,	6,	21,	
98360,	4289,	815,	327,	542,	0,	6,	21,	
100366,	4603,	871,	389,	600,	0,	8,	23,	
102372,	3900,	719,	540,	600,	0,	8,	23,	
104377,	3898,	721,	539,	600,	0,	8,	23,	
106385,	3898,	719,	540,	600,	0,	8,	23,	
108390,	3885,	717,	535,	598,	0,	8,	23,	
110398,	3899,	721,	540,	600,	0,	8,	23,	
112405,	3898,	720,	539,	600,	0,	8,	23,	
114412,	3899,	720,	540,	599,	0,	8,	23,	
116418,	3900,	720,	540,	601,	0,	8,	23,	
118430,	3585,	663,	500,	552,	0,	8,	23,	
120437,	3837,	708,	552,	600,	0,	9,	25,	
122444,	3599,	660,	600,	600,	0,	9,	25,	
124450,	3598,	660,	600,	600,	0,	9,	25,	
126456,	3600,	660,	600,	600,	0,	9,	25,	
128462,	3597,	659,	599,	600,	0,	9,	25,	
130468,	3598,	661,	600,	600,	0,	9,	25,	
132469,	3479,	638,	580,	579,	0,	9,	25,	
134474,	3599,	660,	599,	600,	0,	9,	25,	
136482,	3290,	603,	544,	548,	0,	9,	25,	
138487,	3598,	660,	600,	601,	0,	9,	25,	
140491,	3371,	618,	585,	572,	0,	10,	28,	
142500,	3131,	569,	620,	568,	0,	10,	28,	
144507,	3247,	591,	656,	591,	0,	10,	28,	
146514,	3298,	599,	660,	601,	0,	10,	28,	
148520,	3300,	601,	660,	599,	0,	10,	28,	
150525,	3025,	550,	605,	551,	0,	10,	28,	
152533,	3297,	600,	660,	599,	0,	10,	28,	
154542,	3186,	579,	631,	579,	0,	10,	28,	
156546,	2699,	491,	546,	492,	0,	10,	28,	
158554,	3244,	590,	649,	589,	0,	10,	28,	
160560,	3246,	586,	674,	600,	0,	10,	34,	
162568,	3058,	540,	720,	600,	0,	10,	34,	
164587,	2651,	467,	624,	521,	0,	10,	34,	
166590,	2543,	449,	593,	498,	0,	10,	34,	
168592,	2504,	442,	595,	492,	0,	10,	34,	
170599,	2696,	476,	628,	528,	0,	10,	34,	
172605,	3059,	540,	719,	600,	0,	10,	34,	
174612,	3060,	541,	720,	599,	0,	10,	34,	
176618,	3059,	540,	720,	601,	0,	10,	34,	
178624,	3060,	539,	720,	600,	0,	10,	34,	
180630,	2842,	423,	837,	600,	0,	10,	35,	
182636,	2280,	120,	1139,	599,	0,	10,	35,	
184642,	2279,	120,	1139,	601,	0,	10,	35,	
186648,	2278,	119,	1140,	600,	0,	10,	35,	
188654,	2280,	121,	1140,	600,	0,	10,	35,	
190661,	2278,	120,	1139,	599,	0,	10,	35,	
192667,	2279,	120,	1138,	601,	0,	10,	35,	
194673,	2280,	120,	1140,	600,	0,	10,	35,	
196679,	2279,	120,	1140,	600,	0,	10,	35,	
198685,	2279,	120,	1139,	599,	0,	10,	35,	
200692,	2278,	119,	1140,	601,	0,	10,	35,	
202698,	2279,	121,	1140,	600,	0,	10,	35,	
204704,	2280,	120,	1139,	600,	0,	10,	35,	
206712,	2280,	120,	1140,	600,	0,	10,	35,	
208719,	2280,	120,	1139,	599,	0,	10,	35,	
210724,	2240,	118,	1121,	591,	0,	10,	35,	
212727,	1975,	104,	986,	520,	0,	10,	35,	
214730,	1864,	98,	938,	492,	0,	10,	35,	
216733,	1897,	100,	941,	498,	0,	10,	35,	
218735,	1863,	98,	939,	492,	0,	10,	35,	
220737,	1897,	100,	942,	498,	0,	10,	36,	
222743,	2054,	108,	1034,	542,	0,	10,	36,	
224749,	2278,	120,	1140,	599,	0,	10,	36,	
226755,	2280,	120,	1140,	601,	0,	10,	36,	
228761,	2278,	120,	1140,	600,	0,	10,	36,	
230774,	2086,	110,	1045,	550,	0,	10,	36,	
232778,	1897,	100,	942,	497,	0,	10,	36,	
234779,	1862,	98,	938,	492,	0,	10,	36,	
236789,	2280,	120,	1139,	600,	0,	10,	36,	
238797,	2279,	120,	1140,	601,	0,	10,	36,	
240803,	2279,	120,	1140,	599,	0,	10,	36,	
242823,	1936,	101,	961,	509,	0,	10,	36,	
244826,	1863,	99,	939,	492,	0,	10,	36,	
246828,	1895,	100,	942,	498,	0,	10,	36,	
248831,	1864,	98,	939,	492,	0,	10,	36,	
250837,	1897,	100,	942,	497,	0,	10,	36,	
252845,	2015,	106,	1015,	533,	0,	10,	36,	
254851,	2279,	120,	1140,	599,	0,	10,	36,	
256859,	2280,	120,	1140,	601,	0,	10,	36,	
258865,	2279,	120,	1140,	600,	0,	10,	36,	
260871,	2279,	120,	1139,	600,	0,	10,	36,	
262877,	2278,	120,	1140,	600,	0,	10,	36,	
264883,	2276,	120,	1140,	600,	0,	10,	36,	
266886,	2199,	115,	1094,	578,	0,	10,	36,	
268892,	2280,	121,	1140,	600,	0,	10,	36,	
270899,	2280,	120,	1140,	600,	0,	10,	36,	
272905,	2280,	120,	1139,	600,	0,	10,	36,	
274911,	2280,	120,	1140,	600,	0,	10,	36,	
276923,	1975,	104,	995,	522,	0,	10,	36,	
278938,	2240,	118,	1120,	590,	0,	10,	36,	
280945,	2280,	120,	1140,	600,	0,	10,	38,	
282951,	2278,	120,	1140,	599,	0,	10,	38,	
284957,	2280,	120,	1140,	600,	0,	10,	38,	
286963,	2280,	120,	1139,	601,	0,	10,	38,	
288970,	2279,	120,	1140,	600,	0,	10,	38,	
290977,	2278,	120,	1140,	600,	0,	10,	38,	
292982,	2279,	120,	1140,	600,	0,	10,	38,	
294988,	2166,	114,	1083,	569,	0,	10,	38,	
297003,	2241,	118,	1121,	590,	0,	10,	38,	
299003,	2240,	118,	1112,	589,	0,	10,	38,	
301014,	2126,	112,	1063,	560,	0,	10,	38,	
303020,	2280,	120,	1140,	600,	0,	10,	38,	
305026,	2280,	120,	1140,	599,	0,	10,	38,	
307031,	2277,	120,	1140,	601,	0,	10,	38,	
309038,	2280,	120,	1140,	600,	0,	10,	38,	
311052,	2167,	114,	1091,	572,	0,	10,	38,	
313066,	2241,	118,	1121,	590,	0,	10,	38,	
315075,	2278,	120,	1132,	598,	0,	10,	38,	
317082,	2279,	120,	1138,	599,	0,	10,	38,	
319087,	2279,	120,	1140,	600,	0,	10,	38,	
321093,	2278,	120,	1137,	600,	0,	10,	38,	
323099,	2280,	120,	1139,	600,	0,	10,	38,	
325106,	2279,	119,	1140,	601,	0,	10,	38,	
327113,	2278,	121,	1140,	600,	0,	10,	38,	
329119,	2278,	120,	1140,	600,	0,	10,	38,	
331125,	2278,	120,	1140,	600,	0,	10,	38,	
333142,	1900,	100,	949,	500,	0,	10,	38,	
335145,	1864,	98,	939,	492,	0,	10,	38,	
337159,	1972,	103,	980,	518,	0,	10,	38,	
339165,	2279,	121,	1140,	600,	0,	10,	38,	
341171,	2279,	120,	1139,	600,	0,	10,	38,	
343177,	2278,	119,	1140,	600,	0,	10,	38,	
345183,	2279,	120,	1140,	600,	0,	10,	38,	
347194,	2088,	111,	1045,	550,	0,	10,	38,	
349207,	1901,	100,	958,	502,	0,	10,	38,	
351212,	2279,	120,	1140,	600,	0,	10,	38,	
353218,	2280,	120,	1139,	600,	0,	10,	38,	
355224,	2278,	120,	1138,	599,	0,	10,	38,	
357230,	2278,	120,	1140,	600,	0,	10,	38,	
359236,	2276,	120,	1140,	600,	0,	10,	38,	
365906,	7597,	400,	3790,	1999,	0,	10,	38,	
367912,	2280,	120,	1140,	600,	0,	10,	38,	
369917,	2279,	120,	1140,	600,	0,	10,	38,	
371924,	2280,	120,	1139,	600,	0,	10,	38,	
373931,	2280,	119,	1139,	600,	0,	10,	38,	
375937,	2280,	121,	1140,	600,	0,	10,	38,	
377943,	2279,	120,	1138,	600,	0,	10,	38,	
379949,	2280,	120,	1140,	599,	0,	10,	38,	
381956,	2280,	119,	1140,	601,	0,	10,	38,	
383961,	2279,	121,	1140,	599,	0,	10,	38,	
385968,	2278,	119,	1140,	601,	0,	10,	38,	
387974,	2279,	121,	1140,	600,	0,	10,	38,	
389979,	2279,	120,	1139,	600,	0,	10,	38,	
391985,	2279,	120,	1140,	600,	0,	10,	38,	
393992,	2280,	120,	1140,	600,	0,	10,	38,	
395997,	2280,	120,	1140,	600,	0,	10,	38,	
398003,	2279,	120,	1139,	599,	0,	10,	38,	
400009,	2278,	120,	1140,	601,	0,	10,	38,	
402015,	2279,	120,	1139,	599,	0,	10,	39,	
404021,	2280,	120,	1139,	601,	0,	10,	39,	
406026,	2279,	120,	1140,	600,	0,	10,	39,	
408032,	2280,	119,	1140,	600,	0,	10,	39,	
410034,	2242,	119,	1121,	590,	0,	10,	39,	
412043,	2280,	120,	1140,	600,	0,	10,	39,	
414049,	2279,	120,	1137,	600,	0,	10,	39,	
416055,	2279,	120,	1138,	599,	0,	10,	39,	
418061,	2278,	120,	1140,	601,	0,	10,	39,	
420067,	2280,	120,	1140,	600,	0,	10,	39,	
422073,	2277,	120,	1140,	600,	0,	10,	39,	
424078,	2278,	120,	1140,	599,	0,	10,	39,	
426084,	2280,	120,	1139,	600,	0,	10,	39,	
428090,	2278,	120,	1140,	600,	0,	10,	39,	
430096,	2277,	120,	1140,	600,	0,	10,	39,	
432102,	2278,	120,	1140,	601,	0,	10,	39,	
434108,	2279,	120,	1139,	600,	0,	10,	39,	
436113,	2280,	120,	1139,	599,	0,	10,	39,	
438118,	2280,	120,	1139,	601,	0,	10,	39,	
440124,	2278,	120,	1140,	600,	0,	10,	39,	
442130,	2278,	120,	1139,	600,	0,	10,	39,	
444136,	2280,	120,	1138,	600,	0,	10,	39,	
446142,	2278,	120,	1139,	599,	0,	10,	39,	
448149,	2279,	120,	1139,	601,	0,	10,	39,	
450156,	2280,	120,	1140,	600,	0,	10,	39,	
452162,	2278,	120,	1140,	600,	0,	10,	39,	
454168,	2279,	120,	1140,	600,	0,	10,	39,	
456196,	2280,	120,	1139,	599,	0,	10,	39,	
458201,	2280,	120,	1138,	601,	0,	10,	39,	
460208,	2280,	120,	1140,	600,	0,	10,	39,	
462214,	1994,	6,	1254,	600,	0,	10,	43,	
464220,	1980,	0,	1260,	599,	0,	10,	43,	
466225,	1980,	0,	1260,	600,	0,	10,	43,	
468231,	1979,	0,	1259,	600,	0,	10,	43,	
470237,	1979,	0,	1260,	601,	0,	10,	43,	
472243,	1980,	0,	1259,	599,	0,	10,	43,	
474248,	1980,	0,	1260,	600,	0,	10,	43,	
476254,	1979,	0,	1259,	600,	0,	10,	43,	
478260,	1979,	0,	1260,	601,	0,	10,	43,	
480265,	1980,	0,	1259,	599,	0,	10,	43,	
482271,	1980,	0,	1259,	601,	0,	10,	44,	
484277,	1979,	0,	1260,	600,	0,	10,	44,	
486284,	1980,	0,	1260,	600,	0,	10,	44,	
488290,	1980,	0,	1259,	599,	0,	10,	44,	
490295,	1979,	0,	1259,	601,	0,	10,	44,	
492308,	1848,	0,	1176,	559,	0,	10,	44,	
494313,	1979,	0,	1260,	600,	0,	10,	44,	
496319,	1979,	0,	1259,	600,	0,	10,	44,	
498324,	1980,	0,	1260,	601,	0,	10,	44,	
500329,	1978,	0,	1260,	599,	0,	10,	44,	
502335,	1980,	0,	1259,	600,	0,	10,	44,	
504340,	1978,	0,	1260,	600,	0,	10,	44,	
506345,	1979,	0,	1260,	600,	0,	10,	44,	
508351,	1978,	0,	1260,	600,	0,	10,	44,	
510356,	1980,	0,	1259,	601,	0,	10,	44,	
512361,	1980,	0,	1259,	600,	0,	10,	44,	
514368,	1979,	0,	1260,	599,	0,	10,	44,	
516373,	1980,	0,	1260,	601,	0,	10,	44,	
518378,	1980,	0,	1260,	599,	0,	10,	44,	
520390,	1683,	0,	1071,	510,	0,	10,	44,	
522391,	1649,	0,	1049,	501,	0,	10,	44,	
524392,	1617,	0,	1029,	490,	0,	10,	44,	
526406,	1880,	0,	1197,	570,	0,	10,	44,	
528412,	1947,	0,	1239,	590,	0,	10,	44,	
530417,	1979,	0,	1260,	600,	0,	10,	44,	
532423,	1978,	0,	1260,	600,	0,	10,	44,	
534428,	1980,	0,	1260,	599,	0,	10,	44,	
536433,	1979,	0,	1260,	600,	0,	10,	44,	
538438,	1979,	0,	1260,	600,	0,	10,	44,	
540444,	1978,	0,	1260,	601,	0,	10,	44,	
542451,	1979,	0,	1260,	600,	0,	10,	44,	
544456,	1978,	0,	1258,	600,	0,	10,	44,	
546463,	1946,	0,	1238,	589,	0,	10,	44,	
548483,	1650,	0,	1049,	500,	0,	10,	44,	
550503,	1649,	0,	1048,	500,	0,	10,	44,	
552504,	1617,	0,	1029,	490,	0,	10,	44,	
554505,	1649,	0,	1050,	500,	0,	10,	44,	
556506,	1617,	0,	1029,	490,	0,	10,	44,	
558507,	1650,	0,	1050,	500,	0,	10,	44,	
560507,	1617,	0,	1029,	490,	0,	10,	44,	
562509,	1649,	0,	1048,	500,	0,	10,	44,	
564511,	1847,	0,	1176,	561,	0,	10,	44,	
566517,	1980,	0,	1260,	599,	0,	10,	44,	
568522,	1980,	0,	1258,	601,	0,	10,	44,	
570527,	1979,	0,	1259,	600,	0,	10,	44,	
572532,	1980,	0,	1259,	600,	0,	10,	44,	
574537,	1980,	0,	1260,	600,	0,	10,	44,	
576542,	1979,	0,	1258,	599,	0,	10,	44,	
578547,	1977,	0,	1259,	601,	0,	10,	44,	
580553,	1980,	0,	1260,	600,	0,	10,	44,	
582558,	1979,	0,	1260,	599,	0,	10,	44,	
584564,	1979,	0,	1259,	601,	0,	10,	44,	
586570,	1980,	0,	1259,	600,	0,	10,	44,	
588576,	1978,	0,	1259,	599,	0,	10,	44,	
590582,	1979,	0,	1260,	600,	0,	10,	44,	
592589,	1980,	0,	1260,	601,	0,	10,	44,	
594595,	1978,	0,	1260,	600,	0,	10,	44,	
596602,	1980,	0,	1259,	600,	0,	10,	44,	
598608,	1978,	0,	1255,	600,	0,	10,	44,	
600614,	1979,	0,	1260,	599,	0,	10,	44,	
602619,	1979,	0,	1260,	600,	0,	10,	44,	
604624,	1979,	0,	1260,	600,	0,	10,	44,	
606630,	1978,	0,	1259,	600,	0,	10,	44,	
608647,	1716,	0,	1091,	521,	0,	10,	44,	
610647,	1617,	0,	1028,	490,	0,	10,	44,	
612661,	1814,	0,	1155,	550,	0,	10,	44,	
614662,	1616,	0,	1027,	489,	0,	10,	44,	
616664,	1716,	0,	1092,	521,	0,	10,	44,	
618669,	1978,	0,	1259,	599,	0,	10,	44,	
620674,	1881,	0,	1196,	571,	0,	10,	44,	
622675,	1683,	0,	1071,	509,	0,	10,	44,	
624681,	1980,	0,	1260,	601,	0,	10,	44,	
626686,	1980,	0,	1260,	599,	0,	10,	44,	
628691,	1978,	0,	1260,	600,	0,	10,	44,	
630697,	1980,	0,	1260,	601,	0,	10,	44,	
632702,	1979,	0,	1259,	599,	0,	10,	44,	
634707,	1979,	0,	1260,	600,	0,	10,	44,	
636713,	1980,	0,	1259,	600,	0,	10,	44,	
638718,	1979,	0,	1259,	601,	0,	10,	44,	
640723,	1980,	0,	1260,	599,	0,	10,	44,	
642728,	1980,	0,	1259,	601,	0,	10,	44,	
644734,	1980,	0,	1259,	600,	0,	10,	44,	
646739,	1979,	0,	1260,	599,	0,	10,	44,	
648745,	1978,	0,	1259,	601,	0,	10,	44,	
650750,	1977,	0,	1259,	600,	0,	10,	44,	
652757,	1979,	0,	1260,	600,	0,	10,	44,	
654774,	1914,	0,	1218,	579,	0,	10,	44,	
656775,	1649,	0,	1049,	500,	0,	10,	44,	
658776,	1617,	0,	1029,	490,	0,	10,	44,	
660798,	1749,	0,	1112,	530,	0,	10,	44,	
662803,	1979,	0,	1260,	600,	0,	10,	44,	
664808,	1979,	0,	1260,	600,	0,	10,	44,	
666814,	1979,	0,	1260,	601,	0,	10,	44,	
668819,	1980,	0,	1260,	599,	0,	10,	44,	
670824,	1979,	0,	1260,	600,	0,	10,	44,	
672829,	1978,	0,	1259,	601,	0,	10,	44,	
674835,	1980,	0,	1260,	599,	0,	10,	44,	
676840,	1979,	0,	1260,	601,	0,	10,	44,	
678845,	1980,	0,	1260,	599,	0,	10,	44,	
680850,	1979,	0,	1259,	600,	0,	10,	44,	
682855,	1979,	0,	1260,	601,	0,	10,	44,	
684861,	1980,	0,	1259,	599,	0,	10,	44,	
686866,	1980,	0,	1260,	601,	0,	10,	44,	
688871,	1979,	0,	1259,	600,	0,	10,	44,	
690876,	1979,	0,	1259,	599,	0,	10,	44,	
692882,	1979,	0,	1259,	600,	0,	10,	44,	
694887,	1980,	0,	1260,	600,	0,	10,	44,	
696892,	1979,	0,	1260,	600,	0,	10,	44,	
698897,	1980,	0,	1258,	600,	0,	10,	44,	
700903,	1977,	0,	1258,	600,	0,	10,	44,	
702908,	1980,	0,	1260,	600,	0,	10,	44,	
704913,	1980,	0,	1260,	601,	0,	10,	44,	
706919,	1979,	0,	1259,	600,	0,	10,	44,	
708924,	1980,	0,	1259,	600,	0,	10,	44,	
710929,	1980,	0,	1260,	599,	0,	10,	44,	
712935,	1979,	0,	1260,	600,	0,	10,	44,	
714941,	1977,	0,	1260,	601,	0,	10,	44,	
716948,	1980,	0,	1259,	599,	0,	10,	44,	
718954,	1980,	0,	1259,	601,	0,	10,	44,	
720959,	1980,	0,	1260,	600,	0,	10,	44,	
722964,	1980,	0,	1260,	600,	0,	10,	44,	
724969,	1978,	0,	1260,	599,	0,	10,	44,	
726982,	1716,	0,	1091,	520,	0,	10,	44,	
728996,	1978,	0,	1260,	600,	0,	10,	44,	
731015,	1946,	0,	1239,	591,	0,	10,	44,	
733016,	1649,	0,	1050,	499,	0,	10,	44,	
735017,	1617,	0,	1028,	490,	0,	10,	44,	
737019,	1650,	0,	1050,	501,	0,	10,	44,	
739030,	1716,	0,	1092,	519,	0,	10,	44,	
741035,	1980,	0,	1260,	601,	0,	10,	44,	
743040,	1979,	0,	1260,	600,	0,	10,	44,	
745045,	1980,	0,	1260,	600,	0,	10,	44,	
747050,	1980,	0,	1260,	600,	0,	10,	44,	
749055,	1977,	0,	1260,	600,	0,	10,	44,	
751061,	1980,	0,	1259,	599,	0,	10,	44,	
753068,	1980,	0,	1260,	601,	0,	10,	44,	
755074,	1980,	0,	1260,	600,	0,	10,	44,	
757080,	1980,	0,	1260,	599,	0,	10,	44,	
759086,	1979,	0,	1260,	600,	0,	10,	44,	
761092,	1978,	0,	1260,	601,	0,	10,	44,	
763098,	1980,	0,	1260,	600,	0,	10,	44,	
765104,	1980,	0,	1260,	600,	0,	10,	44,	
767109,	1980,	0,	1259,	600,	0,	10,	44,	
769115,	1978,	0,	1259,	599,	0,	10,	44,	
771120,	1980,	0,	1259,	601,	0,	10,	44,	
773125,	1979,	0,	1260,	599,	0,	10,	44,	
775130,	1980,	0,	1258,	601,	0,	10,	44,	
777135,	1979,	0,	1259,	599,	0,	10,	44,	
779140,	1945,	0,	1238,	590,	0,	10,	44,	
781146,	1980,	0,	1259,	601,	0,	10,	44,	
783151,	1980,	0,	1260,	600,	0,	10,	44,	
785158,	1978,	0,	1259,	600,	0,	10,	44,	
787164,	1980,	0,	1259,	600,	0,	10,	44,	
789170,	1980,	0,	1260,	599,	0,	10,	44,	
791175,	1979,	0,	1259,	601,	0,	10,	44,	
793180,	1979,	0,	1260,	600,	0,	10,	44,	
795186,	1980,	0,	1260,	600,	0,	10,	44,	
797191,	1979,	0,	1258,	600,	0,	10,	44,	
799197,	1980,	0,	1260,	599,	0,	10,	44,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
47,	126,	23,	0,	8,	0,	0,	0,	
2054,	7614,	1379,	0,	480,	0,	0,	0,	
4059,	7616,	1380,	0,	480,	0,	0,	0,	
6064,	7615,	1381,	0,	480,	0,	0,	0,	
8070,	7618,	1380,	0,	480,	0,	0,	0,	
10075,	7614,	1379,	0,	479,	0,	0,	0,	
12080,	7619,	1380,	0,	481,	0,	0,	0,	
14085,	7616,	1380,	0,	480,	0,	0,	0,	
16091,	7617,	1381,	0,	480,	0,	0,	0,	
18097,	7619,	1379,	0,	480,	0,	0,	0,	
20103,	7595,	1378,	3,	480,	0,	1,	7,	
22108,	7256,	1319,	60,	480,	0,	1,	7,	
24114,	7253,	1321,	60,	480,	0,	1,	7,	
26121,	7257,	1320,	60,	480,	0,	1,	7,	
28128,	7256,	1320,	60,	480,	0,	1,	7,	
30135,	7257,	1320,	60,	479,	0,	1,	7,	
32143,	7254,	1320,	60,	481,	0,	1,	7,	
34146,	7251,	1320,	60,	479,	0,	1,	7,	
36157,	7250,	1320,	60,	480,	0,	1,	7,	
38165,	7251,	1319,	60,	481,	0,	1,	7,	
40169,	7074,	1280,	101,	480,	0,	4,	12,	
42177,	5155,	840,	540,	480,	0,	4,	12,	
44184,	5153,	840,	540,	480,	0,	4,	12,	
46188,	5158,	840,	540,	479,	0,	4,	12,	
48193,	5157,	840,	540,	481,	0,	4,	12,	
50199,	5156,	839,	540,	480,	0,	4,	12,	
52202,	5154,	841,	540,	480,	0,	4,	12,	
54210,	5159,	840,	540,	480,	0,	4,	12,	
56217,	5153,	840,	540,	480,	0,	4,	12,	
58224,	5154,	840,	540,	480,	0,	4,	12,	
60230,	5070,	826,	554,	480,	0,	6,	15,	
62237,	4439,	719,	660,	480,	0,	6,	15,	
64242,	4436,	720,	660,	480,	0,	6,	15,	
66247,	4437,	720,	660,	480,	0,	6,	15,	
68252,	4437,	720,	660,	480,	0,	6,	15,	
70258,	4436,	720,	660,	480,	0,	6,	15,	
72263,	4436,	721,	660,	480,	0,	6,	15,	
74269,	4438,	720,	660,	479,	0,	6,	15,	
76274,	4437,	720,	660,	481,	0,	6,	15,	
78279,	4437,	720,	660,	479,	0,	6,	15,	
80284,	4342,	704,	676,	480,	0,	8,	19,	
82289,	3719,	600,	779,	480,	0,	8,	19,	
84295,	3719,	599,	780,	481,	0,	8,	19,	
86300,	3714,	601,	780,	480,	0,	8,	19,	
88305,	3713,	599,	779,	479,	0,	8,	19,	
90311,	3723,	601,	780,	480,	0,	8,	19,	
92316,	3719,	600,	780,	481,	0,	8,	19,	
94322,	3719,	600,	780,	479,	0,	8,	19,	
96327,	3718,	600,	780,	481,	0,	8,	19,	
98333,	3719,	600,	780,	479,	0,	8,	19,	
100338,	3629,	582,	798,	481,	0,	10,	23,	
102343,	3119,	480,	899,	479,	0,	10,	23,	
104349,	3119,	480,	900,	481,	0,	10,	23,	
106354,	3119,	480,	900,	479,	0,	10,	23,	
108359,	3120,	480,	900,	481,	0,	10,	23,	
110364,	3119,	480,	900,	480,	0,	10,	23,	
112370,	3119,	479,	898,	480,	0,	10,	23,	
114375,	3120,	480,	900,	480,	0,	10,	23,	
116384,	2756,	425,	794,	423,	0,	10,	23,	
118392,	2889,	444,	834,	443,	0,	10,	23,	
120397,	3087,	458,	921,	480,	0,	10,	27,	
122402,	2940,	361,	1020,	480,	0,	10,	27,	
124408,	2936,	360,	1020,	480,	0,	10,	27,	
126426,	2617,	321,	907,	430,	0,	10,	27,	
128434,	2744,	336,	951,	447,	0,	10,	27,	
130439,	2940,	360,	1020,	480,	0,	10,	27,	
132439,	2498,	305,	867,	409,	0,	10,	27,	
134440,	2427,	297,	843,	394,	0,	10,	27,	
136459,	2448,	301,	849,	400,	0,	10,	27,	
138459,	2421,	297,	840,	398,	0,	10,	27,	
140481,	2617,	314,	940,	434,	0,	10,	32,	
142486,	2698,	300,	1079,	480,	0,	10,	32,	
144491,	2700,	300,	1079,	480,	0,	10,	32,	
146496,	2698,	300,	1080,	480,	0,	10,	32,	
148501,	2699,	300,	1079,	480,	0,	10,	32,	
150508,	2699,	299,	1080,	480,	0,	10,	32,	
152513,	2700,	301,	1080,	479,	0,	10,	32,	
154519,	2700,	300,	1080,	480,	0,	10,	32,	
156524,	2698,	299,	1078,	481,	0,	10,	32,	
158530,	2700,	300,	1080,	480,	0,	10,	32,	
160537,	2644,	287,	1094,	479,	0,	10,	33,	
162542,	2460,	240,	1140,	480,	0,	10,	33,	
164547,	2459,	240,	1139,	481,	0,	10,	33,	
166553,	2459,	240,	1140,	479,	0,	10,	33,	
168559,	2457,	240,	1140,	481,	0,	10,	33,	
170565,	2458,	240,	1139,	480,	0,	10,	33,	
172571,	2460,	240,	1140,	480,	0,	10,	33,	
174577,	2457,	240,	1140,	480,	0,	10,	33,	
176584,	2457,	239,	1140,	480,	0,	10,	33,	
178589,	2459,	241,	1139,	479,	0,	10,	33,	
180590,	2334,	228,	1082,	457,	0,	10,	35,	
182597,	2460,	240,	1140,	480,	0,	10,	35,	
184604,	2460,	240,	1139,	480,	0,	10,	35,	
186609,	2459,	240,	1140,	479,	0,	10,	35,	
188614,	2460,	240,	1139,	480,	0,	10,	35,	
190619,	2460,	240,	1139,	481,	0,	10,	35,	
192624,	2458,	240,	1140,	480,	0,	10,	35,	
194629,	2458,	240,	1140,	479,	0,	10,	35,	
196634,	2458,	240,	1140,	481,	0,	10,	35,	
198640,	2458,	240,	1137,	480,	0,	10,	35,	
200645,	2430,	207,	1173,	480,	0,	10,	38,	
202650,	2338,	120,	1260,	479,	0,	10,	38,	
