Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
408172,	2098,	0,	1379,	479,	0,	10,	42,	
410212,	2134,	0,	1402,	488,	0,	10,	42,	
412274,	2167,	0,	1425,	497,	0,	10,	42,	
414329,	2135,	0,	1403,	487,	0,	10,	42,	
416392,	2170,	0,	1423,	497,	0,	10,	42,	
418447,	2134,	0,	1402,	487,	0,	10,	42,	
420509,	2169,	0,	1426,	496,	0,	10,	42,	
422565,	2135,	0,	1403,	489,	0,	10,	42,	
424627,	2170,	0,	1426,	495,	0,	10,	42,	
426636,	2099,	0,	1379,	480,	0,	10,	42,	
428745,	2202,	0,	1448,	504,	0,	10,	42,	
430801,	2135,	0,	1402,	488,	0,	10,	42,	
432840,	2132,	0,	1401,	488,	0,	10,	42,	
434886,	2133,	0,	1400,	488,	0,	10,	42,	
436942,	2169,	0,	1425,	497,	0,	10,	42,	
439004,	2135,	0,	1403,	488,	0,	10,	42,	
441057,	2169,	0,	1423,	495,	0,	10,	42,	
443065,	2100,	0,	1379,	481,	0,	10,	42,	
445159,	2168,	0,	1425,	495,	0,	10,	42,	
447236,	2170,	0,	1425,	496,	0,	10,	42,	
449291,	2170,	0,	1423,	496,	0,	10,	42,	
451338,	2134,	0,	1402,	489,	0,	10,	42,	
453393,	2134,	0,	1401,	488,	0,	10,	42,	
455433,	2133,	0,	1403,	487,	0,	10,	42,	
457480,	2134,	0,	1402,	488,	0,	10,	42,	
459489,	2100,	0,	1380,	481,	0,	10,	42,	
461497,	2100,	0,	1378,	480,	0,	10,	42,	
463505,	2098,	0,	1379,	480,	0,	10,	42,	
465862,	2484,	0,	1633,	567,	0,	10,	42,	
467940,	2168,	0,	1425,	496,	0,	10,	42,	
469996,	2134,	0,	1403,	488,	0,	10,	42,	
472073,	2169,	0,	1426,	497,	0,	10,	42,	
474111,	2135,	0,	1402,	488,	0,	10,	42,	
476157,	2135,	0,	1402,	488,	0,	10,	42,	
478212,	2170,	0,	1426,	496,	0,	10,	42,	
480274,	2135,	0,	1402,	488,	0,	10,	42,	
482283,	2099,	0,	1379,	480,	0,	10,	42,	
484376,	2203,	0,	1448,	504,	0,	10,	42,	
486447,	2170,	0,	1424,	495,	0,	10,	42,	
488509,	2134,	0,	1402,	489,	0,	10,	42,	
490565,	2168,	0,	1426,	496,	0,	10,	42,	
492627,	2133,	0,	1402,	488,	0,	10,	42,	
494698,	2170,	0,	1422,	496,	0,	10,	42,	
496761,	2168,	0,	1425,	495,	0,	10,	42,	
498839,	2169,	0,	1426,	497,	0,	10,	42,	
500847,	2100,	0,	1380,	479,	0,	10,	42,	
502919,	2169,	0,	1423,	497,	0,	10,	42,	
504965,	2135,	0,	1402,	487,	0,	10,	42,	
507019,	2134,	0,	1402,	489,	0,	10,	42,	
509097,	2168,	0,	1426,	495,	0,	10,	42,	
511153,	2170,	0,	1426,	496,	0,	10,	42,	
513215,	2135,	0,	1402,	488,	0,	10,	42,	
515269,	2169,	0,	1426,	497,	0,	10,	42,	
517363,	2169,	0,	1426,	496,	0,	10,	42,	
519403,	2134,	0,	1402,	487,	0,	10,	42,	
521496,	2204,	0,	1448,	504,	0,	10,	42,	
523558,	2134,	0,	1400,	489,	0,	10,	42,	
525614,	2168,	0,	1422,	495,	0,	10,	42,	
527676,	2134,	0,	1402,	489,	0,	10,	42,	
529747,	2169,	0,	1423,	496,	0,	10,	42,	
531825,	2170,	0,	1425,	496,	0,	10,	42,	
533888,	2169,	0,	1424,	496,	0,	10,	42,	
535943,	2134,	0,	1402,	487,	0,	10,	42,	
538036,	2205,	0,	1447,	504,	0,	10,	42,	
540075,	2135,	0,	1403,	488,	0,	10,	42,	
542122,	2132,	0,	1402,	488,	0,	10,	42,	
544177,	2135,	0,	1402,	489,	0,	10,	42,	
546240,	2169,	0,	1426,	495,	0,	10,	42,	
548294,	2133,	0,	1402,	489,	0,	10,	42,	
550356,	2170,	0,	1426,	496,	0,	10,	42,	
552411,	2135,	0,	1401,	488,	0,	10,	42,	
554473,	2168,	0,	1425,	495,	0,	10,	42,	
556482,	2100,	0,	1379,	480,	0,	10,	42,	
558569,	2169,	0,	1425,	497,	0,	10,	42,	
560631,	2168,	0,	1425,	495,	0,	10,	42,	
562671,	2134,	0,	1401,	488,	0,	10,	42,	
564718,	2134,	0,	1401,	489,	0,	10,	42,	
566773,	2135,	0,	1401,	487,	0,	10,	42,	
568836,	2167,	0,	1424,	496,	0,	10,	42,	
570890,	2135,	0,	1403,	489,	0,	10,	42,	
572952,	2169,	0,	1425,	496,	0,	10,	42,	
574961,	2100,	0,	1380,	480,	0,	10,	42,	
576969,	2099,	0,	1378,	479,	0,	10,	42,	
579295,	2414,	0,	1585,	552,	0,	10,	42,	
581435,	2240,	0,	1472,	513,	0,	10,	42,	
583444,	2100,	0,	1379,	480,	0,	10,	42,	
585453,	2100,	0,	1378,	479,	0,	10,	42,	
587462,	2099,	0,	1380,	481,	0,	10,	42,	
589470,	2100,	0,	1379,	480,	0,	10,	42,	
591479,	2100,	0,	1378,	480,	0,	10,	42,	
593541,	2167,	0,	1426,	496,	0,	10,	42,	
595597,	2133,	0,	1402,	487,	0,	10,	42,	
597675,	2169,	0,	1425,	497,	0,	10,	42,	
599746,	2170,	0,	1425,	496,	0,	10,	42,	
601824,	2170,	0,	1425,	496,	0,	10,	42,	
603899,	2170,	0,	1426,	495,	0,	10,	42,	
605908,	2098,	0,	1377,	480,	0,	10,	42,	
607916,	2098,	0,	1379,	481,	0,	10,	42,	
609925,	2098,	0,	1379,	479,	0,	10,	42,	
611934,	2098,	0,	1379,	481,	0,	10,	42,	
613943,	2100,	0,	1378,	479,	0,	10,	42,	
615951,	2099,	0,	1379,	480,	0,	10,	42,	
617960,	2097,	0,	1380,	480,	0,	10,	42,	
619969,	2099,	0,	1378,	480,	0,	10,	42,	
621975,	2100,	0,	1380,	481,	0,	10,	42,	
623984,	2100,	0,	1379,	479,	0,	10,	42,	
625993,	2100,	0,	1379,	481,	0,	10,	42,	
628001,	2099,	0,	1379,	479,	0,	10,	42,	
630010,	2099,	0,	1377,	481,	0,	10,	42,	
632019,	2099,	0,	1379,	479,	0,	10,	42,	
634027,	2100,	0,	1378,	481,	0,	10,	42,	
636035,	2098,	0,	1378,	480,	0,	10,	42,	
638044,	2098,	0,	1380,	479,	0,	10,	42,	
640052,	2098,	0,	1380,	480,	0,	10,	42,	
642060,	2099,	0,	1379,	480,	0,	10,	42,	
644069,	2100,	0,	1379,	480,	0,	10,	42,	
646077,	2099,	0,	1379,	480,	0,	10,	42,	
648086,	2099,	0,	1380,	480,	0,	10,	42,	
650094,	2100,	0,	1378,	480,	0,	10,	42,	
652103,	2100,	0,	1380,	480,	0,	10,	42,	
654112,	2099,	0,	1380,	481,	0,	10,	42,	
656121,	2098,	0,	1380,	479,	0,	10,	42,	
658130,	2100,	0,	1379,	481,	0,	10,	42,	
660138,	2100,	0,	1379,	480,	0,	10,	42,	
662147,	2099,	0,	1379,	480,	0,	10,	42,	
664154,	2098,	0,	1378,	479,	0,	10,	42,	
666160,	2099,	0,	1380,	481,	0,	10,	42,	
668167,	2100,	0,	1379,	480,	0,	10,	42,	
670175,	2100,	0,	1380,	480,	0,	10,	42,	
672182,	2100,	0,	1380,	480,	0,	10,	42,	
674190,	2095,	0,	1375,	480,	0,	10,	42,	
676198,	2097,	0,	1378,	480,	0,	10,	42,	
678205,	2100,	0,	1377,	479,	0,	10,	42,	
680214,	2100,	0,	1380,	480,	0,	10,	42,	
682222,	2100,	0,	1378,	480,	0,	10,	42,	
684230,	2100,	0,	1378,	481,	0,	10,	42,	
686238,	2100,	0,	1380,	480,	0,	10,	42,	
688247,	2098,	0,	1380,	479,	0,	10,	42,	
690255,	2100,	0,	1380,	480,	0,	10,	42,	
692263,	2099,	0,	1380,	481,	0,	10,	42,	
694271,	2099,	0,	1380,	480,	0,	10,	42,	
696280,	2100,	0,	1378,	479,	0,	10,	42,	
698288,	2099,	0,	1379,	481,	0,	10,	42,	
700296,	2099,	0,	1380,	480,	0,	10,	42,	
702302,	2100,	0,	1379,	480,	0,	10,	42,	
704311,	2100,	0,	1380,	479,	0,	10,	42,	
706319,	2098,	0,	1380,	481,	0,	10,	42,	
708328,	2100,	0,	1379,	480,	0,	10,	42,	
710336,	2100,	0,	1378,	480,	0,	10,	42,	
712345,	2098,	0,	1380,	479,	0,	10,	42,	
714354,	2100,	0,	1380,	481,	0,	10,	42,	
716363,	2100,	0,	1379,	480,	0,	10,	42,	
718371,	2099,	0,	1378,	480,	0,	10,	42,	
720379,	2100,	0,	1380,	480,	0,	10,	42,	
722388,	2100,	0,	1380,	479,	0,	10,	42,	
724396,	2098,	0,	1380,	481,	0,	10,	42,	
726404,	2100,	0,	1379,	480,	0,	10,	42,	
728412,	2100,	0,	1380,	480,	0,	10,	42,	
730421,	2099,	0,	1379,	479,	0,	10,	42,	
732429,	2099,	0,	1380,	481,	0,	10,	42,	
734435,	2098,	0,	1380,	479,	0,	10,	42,	
736444,	2100,	0,	1379,	481,	0,	10,	42,	
738452,	2100,	0,	1379,	479,	0,	10,	42,	
740461,	2097,	0,	1379,	480,	0,	10,	42,	
742470,	2100,	0,	1378,	480,	0,	10,	42,	
744479,	2100,	0,	1380,	480,	0,	10,	42,	
746487,	2100,	0,	1379,	480,	0,	10,	42,	
748496,	2100,	0,	1379,	480,	0,	10,	42,	
750505,	2098,	0,	1378,	480,	0,	10,	42,	
752513,	2098,	0,	1379,	480,	0,	10,	42,	
754521,	2098,	0,	1379,	480,	0,	10,	42,	
756529,	2100,	0,	1379,	480,	0,	10,	42,	
758537,	2069,	0,	1360,	472,	0,	10,	42,	
760546,	2100,	0,	1379,	480,	0,	10,	42,	
762554,	2100,	0,	1379,	480,	0,	10,	42,	
764563,	2099,	0,	1377,	481,	0,	10,	42,	
766569,	2099,	0,	1378,	480,	0,	10,	42,	
768578,	2100,	0,	1379,	480,	0,	10,	42,	
770587,	2098,	0,	1380,	480,	0,	10,	42,	
772596,	2099,	0,	1380,	479,	0,	10,	42,	
774605,	2099,	0,	1379,	481,	0,	10,	42,	
776613,	2100,	0,	1378,	479,	0,	10,	42,	
778621,	2100,	0,	1380,	480,	0,	10,	42,	
780630,	2100,	0,	1379,	481,	0,	10,	42,	
782639,	2098,	0,	1378,	480,	0,	10,	42,	
784648,	2100,	0,	1380,	480,	0,	10,	42,	
786657,	2100,	0,	1377,	479,	0,	10,	42,	
788665,	2100,	0,	1379,	481,	0,	10,	42,	
790674,	2100,	0,	1380,	480,	0,	10,	42,	
792682,	2099,	0,	1380,	479,	0,	10,	42,	
794691,	2099,	0,	1379,	480,	0,	10,	42,	
796700,	2099,	0,	1379,	480,	0,	10,	42,	
798706,	2100,	0,	1379,	480,	0,	10,	42,	
Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used,	Num Nodes
323,	118,	22,	0,	9,	0,	0,	0,	
2324,	7079,	1320,	0,	540,	0,	0,	0,	
4332,	7071,	1320,	0,	540,	0,	0,	0,	
6340,	7077,	1320,	0,	540,	0,	0,	0,	
8348,	7072,	1320,	0,	540,	0,	0,	0,	
10357,	7078,	1320,	0,	540,	0,	0,	0,	
12365,	7075,	1320,	0,	540,	0,	0,	0,	
14374,	7075,	1320,	0,	540,	0,	0,	0,	
16381,	7076,	1320,	0,	540,	0,	0,	0,	
18388,	7075,	1319,	0,	540,	0,	0,	0,	
20395,	6841,	1273,	46,	540,	0,	3,	9,	
22404,	5880,	1081,	238,	540,	0,	3,	9,	
24411,	5871,	1080,	239,	539,	0,	3,	9,	
26419,	5878,	1080,	239,	540,	0,	3,	9,	
28427,	5873,	1080,	240,	541,	0,	3,	9,	
30434,	5878,	1079,	240,	540,	0,	3,	9,	
32443,	5877,	1080,	240,	540,	0,	3,	9,	
34451,	5879,	1081,	240,	540,	0,	3,	9,	
36460,	5877,	1080,	240,	539,	0,	3,	9,	
38468,	5876,	1080,	240,	541,	0,	3,	9,	
40474,	5723,	1053,	267,	540,	0,	5,	15,	
42483,	5219,	960,	360,	540,	0,	5,	15,	
44489,	5219,	960,	360,	540,	0,	5,	15,	
46496,	5219,	960,	360,	539,	0,	5,	15,	
48502,	5215,	959,	360,	541,	0,	5,	15,	
50508,	5217,	960,	360,	540,	0,	5,	15,	
52517,	5218,	961,	360,	540,	0,	5,	15,	
54525,	5215,	959,	360,	540,	0,	5,	15,	
56533,	5216,	961,	360,	540,	0,	5,	15,	
58541,	5215,	960,	360,	540,	0,	5,	15,	
60550,	5057,	928,	392,	539,	0,	7,	20,	
62558,	4619,	840,	480,	541,	0,	7,	20,	
64566,	4618,	840,	480,	539,	0,	7,	20,	
66575,	4617,	840,	480,	541,	0,	7,	20,	
68584,	4619,	840,	480,	540,	0,	7,	20,	
70593,	4615,	840,	480,	540,	0,	7,	20,	
72599,	4619,	839,	480,	540,	0,	7,	20,	
74607,	4619,	841,	480,	540,	0,	7,	20,	
76616,	4618,	839,	480,	540,	0,	7,	20,	
78624,	4618,	841,	480,	540,	0,	7,	20,	
80632,	4509,	821,	498,	540,	0,	8,	22,	
82641,	4259,	780,	540,	540,	0,	8,	22,	
84649,	4259,	780,	540,	540,	0,	8,	22,	
86658,	4260,	781,	540,	540,	0,	8,	22,	
88667,	4260,	780,	540,	540,	0,	8,	22,	
90676,	4258,	780,	539,	540,	0,	8,	22,	
92684,	4258,	780,	540,	539,	0,	8,	22,	
94693,	4257,	780,	540,	541,	0,	8,	22,	
96702,	4259,	780,	540,	540,	0,	8,	22,	
98710,	4257,	780,	540,	540,	0,	8,	22,	
100718,	4255,	780,	540,	539,	0,	8,	26,	
102726,	4258,	780,	540,	541,	0,	8,	26,	
104735,	4260,	780,	540,	540,	0,	8,	26,	
106742,	4253,	780,	540,	540,	0,	8,	26,	
108751,	4256,	780,	540,	540,	0,	8,	26,	
110759,	4259,	780,	540,	540,	0,	8,	26,	
112767,	4258,	779,	540,	540,	0,	8,	26,	
114775,	4260,	780,	540,	540,	0,	8,	26,	
116784,	4258,	780,	540,	540,	0,	8,	26,	
118792,	4255,	781,	540,	540,	0,	8,	26,	
120800,	4126,	758,	562,	540,	0,	9,	30,	
122807,	3899,	720,	600,	540,	0,	9,	30,	
124815,	3900,	720,	600,	540,	0,	9,	30,	
126823,	3898,	720,	600,	539,	0,	9,	30,	
128831,	3897,	720,	600,	540,	0,	9,	30,	
130839,	3898,	720,	600,	541,	0,	9,	30,	
132848,	3898,	720,	600,	539,	0,	9,	30,	
134856,	3897,	719,	600,	541,	0,	9,	30,	
136865,	3893,	721,	600,	540,	0,	9,	30,	
138872,	3896,	720,	600,	540,	0,	9,	30,	
140877,	3305,	578,	742,	540,	0,	10,	33,	
142881,	2398,	360,	960,	539,	0,	10,	33,	
144889,	2399,	360,	960,	541,	0,	10,	33,	
146896,	2399,	360,	960,	539,	0,	10,	33,	
148902,	2400,	360,	959,	541,	0,	10,	33,	
150909,	2398,	359,	960,	540,	0,	10,	33,	
152915,	2400,	361,	960,	539,	0,	10,	33,	
154923,	2400,	360,	959,	541,	0,	10,	33,	
156929,	2399,	360,	959,	539,	0,	10,	33,	
158936,	2400,	360,	959,	541,	0,	10,	33,	
160945,	2399,	360,	960,	540,	0,	10,	33,	
162952,	2400,	360,	960,	539,	0,	10,	33,	
164958,	2399,	360,	960,	541,	0,	10,	33,	
166963,	2398,	359,	959,	540,	0,	10,	33,	
168969,	2400,	361,	960,	540,	0,	10,	33,	
170975,	2400,	360,	958,	539,	0,	10,	33,	
172982,	2399,	360,	960,	540,	0,	10,	33,	
174988,	2398,	360,	960,	540,	0,	10,	33,	
176994,	2400,	360,	960,	540,	0,	10,	33,	
179001,	2400,	359,	960,	541,	0,	10,	33,	
181008,	2323,	309,	1012,	540,	0,	10,	34,	
183016,	2219,	240,	1080,	540,	0,	10,	34,	
185020,	2219,	240,	1080,	540,	0,	10,	34,	
187028,	2182,	236,	1060,	531,	0,	10,	34,	
189035,	2218,	240,	1080,	539,	0,	10,	34,	
191040,	2220,	239,	1080,	541,	0,	10,	34,	
193048,	2218,	241,	1080,	539,	0,	10,	34,	
195054,	2220,	240,	1080,	540,	0,	10,	34,	
197061,	2219,	240,	1080,	540,	0,	10,	34,	
199066,	2220,	239,	1080,	541,	0,	10,	34,	
201074,	2218,	241,	1080,	540,	0,	10,	36,	
203080,	2219,	240,	1080,	540,	0,	10,	36,	
205086,	2219,	240,	1079,	540,	0,	10,	36,	
207091,	2218,	240,	1080,	540,	0,	10,	36,	
209097,	2218,	240,	1080,	540,	0,	10,	36,	
211103,	2220,	240,	1080,	540,	0,	10,	36,	
213109,	2219,	240,	1080,	540,	0,	10,	36,	
215114,	2220,	239,	1080,	540,	0,	10,	36,	
217121,	2220,	241,	1080,	539,	0,	10,	36,	
219127,	2218,	240,	1080,	541,	0,	10,	36,	
221134,	2219,	240,	1079,	540,	0,	10,	38,	
223139,	2217,	240,	1080,	540,	0,	10,	38,	
225145,	2220,	240,	1080,	540,	0,	10,	38,	
227151,	2220,	240,	1080,	540,	0,	10,	38,	
229157,	2216,	240,	1080,	540,	0,	10,	38,	
231165,	2072,	223,	1008,	504,	0,	10,	38,	
233169,	1850,	201,	899,	449,	0,	10,	38,	
235180,	2108,	228,	1026,	514,	0,	10,	38,	
237185,	2219,	240,	1080,	539,	0,	10,	38,	
239191,	2220,	240,	1079,	541,	0,	10,	38,	
241197,	2219,	240,	1080,	540,	0,	10,	38,	
243203,	2219,	240,	1080,	539,	0,	10,	38,	
245209,	2220,	240,	1079,	540,	0,	10,	38,	
247215,	2220,	240,	1080,	540,	0,	10,	38,	
249221,	2218,	240,	1078,	540,	0,	10,	38,	
251227,	2219,	240,	1080,	541,	0,	10,	38,	
253234,	2220,	240,	1080,	539,	0,	10,	38,	
255240,	2220,	240,	1080,	541,	0,	10,	38,	
257246,	2219,	240,	1079,	540,	0,	10,	38,	
259252,	2219,	240,	1080,	539,	0,	10,	38,	
261257,	2159,	210,	1110,	540,	0,	10,	39,	
263263,	2098,	180,	1140,	540,	0,	10,	39,	
265276,	1959,	168,	1064,	505,	0,	10,	39,	
267282,	2096,	180,	1138,	540,	0,	10,	39,	
269288,	2097,	180,	1140,	539,	0,	10,	39,	
271294,	2099,	179,	1140,	541,	0,	10,	39,	
273300,	2100,	181,	1140,	539,	0,	10,	39,	
275307,	2100,	180,	1140,	541,	0,	10,	39,	
277313,	2100,	180,	1140,	540,	0,	10,	39,	
279319,	2100,	180,	1139,	540,	0,	10,	39,	
281325,	2100,	180,	1140,	539,	0,	10,	39,	
283331,	2098,	180,	1140,	540,	0,	10,	39,	
285338,	2100,	180,	1139,	541,	0,	10,	39,	
287344,	2099,	180,	1139,	539,	0,	10,	39,	
289349,	2099,	180,	1139,	541,	0,	10,	39,	
291355,	2098,	180,	1140,	540,	0,	10,	39,	
293361,	2100,	180,	1140,	539,	0,	10,	39,	
295367,	2099,	180,	1139,	540,	0,	10,	39,	
297372,	2100,	179,	1140,	541,	0,	10,	39,	
299378,	2099,	181,	1140,	540,	0,	10,	39,	
301384,	1869,	82,	1238,	540,	0,	10,	41,	
303389,	1679,	0,	1319,	539,	0,	10,	41,	
305395,	1677,	0,	1319,	541,	0,	10,	41,	
307401,	1678,	0,	1320,	539,	0,	10,	41,	
309407,	1679,	0,	1320,	541,	0,	10,	41,	
311413,	1680,	0,	1320,	539,	0,	10,	41,	
313419,	1680,	0,	1320,	541,	0,	10,	41,	
315425,	1679,	0,	1319,	540,	0,	10,	41,	
317430,	1679,	0,	1318,	540,	0,	10,	41,	
319438,	1679,	0,	1318,	540,	0,	10,	41,	
321444,	1678,	0,	1318,	539,	0,	10,	42,	
323449,	1679,	0,	1320,	540,	0,	10,	42,	
325455,	1678,	0,	1319,	540,	0,	10,	42,	
327461,	1680,	0,	1320,	540,	0,	10,	42,	
329468,	1679,	0,	1319,	540,	0,	10,	42,	
331474,	1680,	0,	1320,	540,	0,	10,	42,	
333480,	1679,	0,	1320,	540,	0,	10,	42,	
335485,	1679,	0,	1320,	540,	0,	10,	42,	
337491,	1678,	0,	1320,	541,	0,	10,	42,	
339496,	1680,	0,	1318,	540,	0,	10,	42,	
341502,	1680,	0,	1320,	539,	0,	10,	42,	
343508,	1679,	0,	1319,	540,	0,	10,	42,	
345514,	1679,	0,	1320,	541,	0,	10,	42,	
347520,	1679,	0,	1319,	540,	0,	10,	42,	
349526,	1680,	0,	1320,	539,	0,	10,	42,	
351532,	1680,	0,	1319,	540,	0,	10,	42,	
353538,	1680,	0,	1320,	540,	0,	10,	42,	
355543,	1680,	0,	1319,	541,	0,	10,	42,	
357549,	1680,	0,	1318,	539,	0,	10,	42,	
359555,	1680,	0,	1319,	540,	0,	10,	42,	
361561,	1678,	0,	1320,	541,	0,	10,	42,	
363567,	1679,	0,	1320,	539,	0,	10,	42,	
365574,	1679,	0,	1318,	541,	0,	10,	42,	
367579,	1680,	0,	1320,	540,	0,	10,	42,	
369584,	1679,	0,	1320,	540,	0,	10,	42,	
371591,	1680,	0,	1319,	540,	0,	10,	42,	
373599,	1680,	0,	1319,	540,	0,	10,	42,	
375606,	1679,	0,	1319,	540,	0,	10,	42,	
377613,	1679,	0,	1319,	540,	0,	10,	42,	
379621,	1680,	0,	1319,	540,	0,	10,	42,	
381627,	1680,	0,	1319,	539,	0,	10,	42,	
383634,	1680,	0,	1319,	540,	0,	10,	42,	
385641,	1678,	0,	1320,	541,	0,	10,	42,	
387648,	1679,	0,	1320,	540,	0,	10,	42,	
389656,	1680,	0,	1319,	539,	0,	10,	42,	
391663,	1680,	0,	1318,	540,	0,	10,	42,	
393669,	1678,	0,	1319,	541,	0,	10,	42,	
395676,	1679,	0,	1319,	540,	0,	10,	42,	
397682,	1680,	0,	1319,	540,	0,	10,	42,	
399689,	1680,	0,	1319,	539,	0,	10,	42,	
401693,	1680,	0,	1319,	541,	0,	10,	43,	
403698,	1680,	0,	1320,	539,	0,	10,	43,	
405704,	1679,	0,	1318,	540,	0,	10,	43,	
407707,	1624,	0,	1276,	522,	0,	10,	43,	
409712,	1680,	0,	1320,	541,	0,	10,	43,	
411718,	1679,	0,	1318,	540,	0,	10,	43,	
413725,	1680,	0,	1320,	539,	0,	10,	43,	
415733,	1680,	0,	1319,	541,	0,	10,	43,	
417741,	1679,	0,	1320,	540,	0,	10,	43,	
419753,	1624,	0,	1275,	522,	0,	10,	43,	
421758,	1680,	0,	1320,	540,	0,	10,	43,	
423764,	1679,	0,	1320,	540,	0,	10,	43,	
425765,	1567,	0,	1231,	504,	0,	10,	43,	
427771,	1680,	0,	1318,	539,	0,	10,	43,	
429776,	1680,	0,	1320,	540,	0,	10,	43,	
431782,	1680,	0,	1318,	541,	0,	10,	43,	
433789,	1679,	0,	1318,	540,	0,	10,	43,	
435918,	1792,	0,	1408,	576,	0,	10,	43,	
437924,	1680,	0,	1319,	540,	0,	10,	43,	
439930,	1680,	0,	1319,	540,	0,	10,	43,	
441936,	1679,	0,	1320,	540,	0,	10,	43,	
443942,	1677,	0,	1319,	540,	0,	10,	43,	
445950,	1678,	0,	1319,	540,	0,	10,	43,	
447957,	1678,	0,	1320,	540,	0,	10,	43,	
449963,	1680,	0,	1319,	540,	0,	10,	43,	
451970,	1680,	0,	1319,	539,	0,	10,	43,	
453976,	1680,	0,	1320,	540,	0,	10,	43,	
455983,	1680,	0,	1319,	541,	0,	10,	43,	
457988,	1680,	0,	1320,	540,	0,	10,	43,	
459993,	1679,	0,	1320,	539,	0,	10,	43,	
461999,	1679,	0,	1320,	540,	0,	10,	43,	
464005,	1679,	0,	1319,	541,	0,	10,	43,	
466010,	1680,	0,	1319,	540,	0,	10,	43,	
468016,	1679,	0,	1320,	540,	0,	10,	43,	
470023,	1679,	0,	1320,	539,	0,	10,	43,	
472028,	1680,	0,	1319,	540,	0,	10,	43,	
474033,	1680,	0,	1320,	540,	0,	10,	43,	
476039,	1680,	0,	1320,	540,	0,	10,	43,	
478045,	1679,	0,	1319,	541,	0,	10,	43,	
480051,	1680,	0,	1320,	539,	0,	10,	43,	
482056,	1679,	0,	1320,	541,	0,	10,	43,	
484064,	1680,	0,	1319,	540,	0,	10,	43,	
486071,	1680,	0,	1320,	539,	0,	10,	43,	
488078,	1680,	0,	1320,	541,	0,	10,	43,	
490085,	1680,	0,	1320,	539,	0,	10,	43,	
492091,	1680,	0,	1320,	541,	0,	10,	43,	
494098,	1680,	0,	1320,	539,	0,	10,	43,	
496104,	1679,	0,	1320,	541,	0,	10,	43,	
498110,	1679,	0,	1320,	539,	0,	10,	43,	
500117,	1680,	0,	1320,	541,	0,	10,	43,	
502122,	1680,	0,	1320,	539,	0,	10,	43,	
504128,	1678,	0,	1320,	540,	0,	10,	43,	
506135,	1679,	0,	1320,	540,	0,	10,	43,	
508141,	1680,	0,	1320,	541,	0,	10,	43,	
510147,	1678,	0,	1320,	539,	0,	10,	43,	
512154,	1680,	0,	1320,	540,	0,	10,	43,	
514162,	1680,	0,	1319,	541,	0,	10,	43,	
516169,	1679,	0,	1320,	540,	0,	10,	43,	
518176,	1680,	0,	1319,	539,	0,	10,	43,	
520182,	1680,	0,	1320,	540,	0,	10,	43,	
522188,	1680,	0,	1320,	541,	0,	10,	43,	
524195,	1680,	0,	1320,	539,	0,	10,	43,	
526202,	1680,	0,	1320,	540,	0,	10,	43,	
528210,	1678,	0,	1320,	541,	0,	10,	43,	
530218,	1676,	0,	1318,	539,	0,	10,	43,	
532224,	1680,	0,	1320,	540,	0,	10,	43,	
534232,	1680,	0,	1317,	541,	0,	10,	43,	
536238,	1679,	0,	1320,	540,	0,	10,	43,	
538246,	1679,	0,	1319,	540,	0,	10,	43,	
540253,	1679,	0,	1319,	539,	0,	10,	43,	
542258,	1674,	0,	1316,	539,	0,	10,	43,	
544265,	1680,	0,	1320,	541,	0,	10,	43,	
546272,	1680,	0,	1320,	539,	0,	10,	43,	
548279,	1678,	0,	1320,	541,	0,	10,	43,	
550285,	1680,	0,	1320,	540,	0,	10,	43,	
552291,	1680,	0,	1320,	540,	0,	10,	43,	
554298,	1680,	0,	1320,	540,	0,	10,	43,	
556306,	1679,	0,	1320,	539,	0,	10,	43,	
558312,	1679,	0,	1319,	540,	0,	10,	43,	
560318,	1680,	0,	1320,	541,	0,	10,	43,	
562324,	1658,	0,	1302,	532,	0,	10,	43,	
564330,	1680,	0,	1320,	540,	0,	10,	43,	
566336,	1680,	0,	1320,	540,	0,	10,	43,	
568343,	1680,	0,	1320,	539,	0,	10,	43,	
570349,	1680,	0,	1320,	540,	0,	10,	43,	
572354,	1679,	0,	1320,	541,	0,	10,	43,	
574361,	1680,	0,	1319,	540,	0,	10,	43,	
576368,	1680,	0,	1320,	539,	0,	10,	43,	
578374,	1679,	0,	1319,	540,	0,	10,	43,	
580382,	1680,	0,	1319,	540,	0,	10,	43,	
582388,	1680,	0,	1320,	541,	0,	10,	43,	
584394,	1679,	0,	1318,	540,	0,	10,	43,	
586399,	1680,	0,	1320,	540,	0,	10,	43,	
588404,	1680,	0,	1320,	539,	0,	10,	43,	
590411,	1680,	0,	1320,	541,	0,	10,	43,	
592418,	1679,	0,	1320,	539,	0,	10,	43,	
594425,	1679,	0,	1320,	540,	0,	10,	43,	
596433,	1680,	0,	1319,	540,	0,	10,	43,	
598439,	1679,	0,	1320,	541,	0,	10,	43,	
600445,	1680,	0,	1319,	539,	0,	10,	43,	
602450,	1680,	0,	1319,	541,	0,	10,	43,	
604457,	1680,	0,	1320,	539,	0,	10,	43,	
606464,	1679,	0,	1320,	540,	0,	10,	43,	
608469,	1680,	0,	1320,	541,	0,	10,	43,	
